range_id,deviation_code,grades
"630-800","P","{""7"":[-88,-138],""8"":[-88,-168],""9"":[-88,-213],""10"":[-88,-288]}"
"800-1000","P","{""7"":[-100,-156],""8"":[-100,-190],""9"":[-100,-240],""10"":[-100,-330]}"
"1000-1250","P","{""7"":[-120,-186],""8"":[-120,-225],""9"":[-120,-285],""10"":[-120,-380]}"
"1250-1600","P","{""7"":[-140,-218],""8"":[-140,-265],""9"":[-140,-335],""10"":[-140,-450]}"
"1600-2000","P","{""7"":[-170,-262],""8"":[-170,-320],""9"":[-170,-400],""10"":[-170,-540]}"
"2000-2500","P","{""7"":[-195,-305],""8"":[-195,-370],""9"":[-195,-475],""10"":[-195,-635]}"
"2500-3150","P","{""7"":[-240,-375],""8"":[-240,-450],""9"":[-240,-570],""10"":[-240,-780]}"
"0-3","R","{""3"":[-10,-12],""4"":[-10,-13],""5"":[-10,-14],""6"":[-10,-16],""7"":[-10,-20],""8"":[-10,-24],""9"":[-10,-35],""10"":[-10,-50]}"
"3-6","R","{""3"":[-14,-16.5],""4"":[-13.5,-17.6],""5"":[-14,-19],""6"":[-12,-20],""7"":[-11,-23],""8"":[-15,-33],""9"":[-15,-45],""10"":[-15,-63]}"
"6-10","R","{""3"":[-18,-20.5],""4"":[-17.5,-21.5],""5"":[-17,-23],""6"":[-16,-25],""7"":[-13,-28],""8"":[-19,-41],""9"":[-19,-55],""10"":[-19,-77]}"
"10-18","R","{""3"":[-22,-25],""4"":[-21,-26],""5"":[-20,-28],""6"":[-20,-31],""7"":[-16,-34],""8"":[-23,-50],""9"":[-23,-66],""10"":[-23,-93]}"
"18-30","R","{""3"":[-26.5,-30.5],""4"":[-26,-32],""5"":[-25,-34],""6"":[-24,-37],""7"":[-20,-41],""8"":[-28,-61],""9"":[-28,-80],""10"":[-28,-112]}"
"30-50","R","{""3"":[-32.5,-36.5],""4"":[-31,-38],""5"":[-30,-41],""6"":[-29,-45],""7"":[-25,-50],""8"":[-34,-73],""9"":[-34,-96],""10"":[-34,-134]}"
"50-65","R","{""5"":[-36,-49],""6"":[-35,-54],""7"":[-30,-60],""8"":[-41,-87]}"
"65-80","R","{""5"":[-38,-51],""6"":[-37,-56],""7"":[-32,-62],""8"":[-43,-89]}"
"80-100","R","{""5"":[-46,-61],""6"":[-44,-66],""7"":[-38,-73],""8"":[-51,-105]}"
"100-120","R","{""5"":[-49,-64],""6"":[-47,-69],""7"":[-41,-76],""8"":[-54,-108]}"
"120-140","R","{""5"":[-57,-75],""6"":[-56,-81],""7"":[-48,-88],""8"":[-63,-126]}"
"140-160","R","{""5"":[-59,-77],""6"":[-58,-83],""7"":[-50,-90],""8"":[-65,-128]}"
"160-180","R","{""5"":[-62,-80],""6"":[-61,-86],""7"":[-53,-93],""8"":[-68,-131]}"
"180-200","R","{""5"":[-71,-91],""6"":[-68,-97],""7"":[-60,-106],""8"":[-77,-149]}"
"200-225","R","{""5"":[-74,-94],""6"":[-71,-100],""7"":[-63,-109],""8"":[-80,-152]}"
"225-250","R","{""5"":[-78,-98],""6"":[-75,-104],""7"":[-67,-113],""8"":[-84,-156]}"
"250-280","R","{""5"":[-87,-110],""6"":[-85,-117],""7"":[-74,-126],""8"":[-94,-175]}"
"280-315","R","{""5"":[-91,-114],""6"":[-89,-121],""7"":[-78,-130],""8"":[-98,-179]}"
"315-355","R","{""5"":[-101,-126],""6"":[-97,-133],""7"":[-87,-144],""8"":[-108,-197]}"
"355-400","R","{""5"":[-107,-132],""6"":[-103,-139],""7"":[-93,-150],""8"":[-114,-203]}"
"400-450","R","{""5"":[-119,-146],""6"":[-113,-153],""7"":[-103,-166],""8"":[-126,-223]}"
"450-500","R","{""5"":[-125,-152],""6"":[-119,-159],""7"":[-109,-172],""8"":[-132,-229]}"
"500-560","R","{""7"":[-150,-194],""8"":[-150,-220],""9"":[-150,-260]}"
"560-630","R","{""7"":[-155,-199],""8"":[-155,-225],""9"":[-155,-265]}"
"630-710","R","{""7"":[-175,-225],""8"":[-175,-255],""9"":[-175,-300]}"
"710-800","R","{""7"":[-185,-235],""8"":[-185,-265],""9"":[-185,-310]}"
"800-900","R","{""7"":[-210,-266],""8"":[-210,-300],""9"":[-210,-350]}"
"900-1000","R","{""7"":[-220,-276],""8"":[-220,-310],""9"":[-220,-360]}"
"1000-1120","R","{""7"":[-250,-316],""8"":[-250,-355],""9"":[-250,-415]}"
"1120-1250","R","{""7"":[-260,-326],""8"":[-260,-365],""9"":[-260,-425]}"
"1250-1400","R","{""7"":[-300,-378],""8"":[-300,-425],""9"":[-300,-495]}"
"1400-1600","R","{""7"":[-330,-408],""8"":[-330,-455],""9"":[-330,-525]}"
"1600-1800","R","{""7"":[-370,-462],""8"":[-370,-520],""9"":[-370,-600]}"
"1800-2000","R","{""7"":[-400,-492],""8"":[-400,-550],""9"":[-400,-630]}"
"2000-2240","R","{""7"":[-440,-550],""8"":[-440,-615],""9"":[-440,-720]}"
"2240-2500","R","{""7"":[-460,-570],""8"":[-460,-635],""9"":[-460,-740]}"
"2500-2800","R","{""7"":[-550,-685],""8"":[-550,-760],""9"":[-550,-880]}"
"2800-3150","R","{""7"":[-580,-715],""8"":[-580,-790],""9"":[-580,-910]}"
"0-3","S","{""3"":[-14,-16],""4"":[-14,-17],""5"":[-14,-18],""6"":[-14,-20],""7"":[-14,-24],""8"":[-14,-28],""9"":[-14,-39],""10"":[-14,-54]}"
"3-6","S","{""3"":[-18,-20.5],""4"":[-17.5,-21.5],""5"":[-18,-23],""6"":[-16,-24],""7"":[-15,-27],""8"":[-19,-37],""9"":[-19,-49],""10"":[-19,-67]}"
"6-10","S","{""3"":[-22,-24.5],""4"":[-21.5,-25.5],""5"":[-21,-27],""6"":[-20,-29],""7"":[-17,-32],""8"":[-23,-45],""9"":[-23,-59],""10"":[-23,-81]}"
"10-18","S","{""3"":[-27,-30],""4"":[-26,-31],""5"":[-25,-33],""6"":[-25,-36],""7"":[-21,-39],""8"":[-28,-55],""9"":[-28,-71],""10"":[-28,-98]}"
"18-30","S","{""3"":[-33.5,-37.5],""4"":[-33,-39],""5"":[-32,-41],""6"":[-31,-44],""7"":[-27,-48],""8"":[-35,-68],""9"":[-35,-87],""10"":[-35,-119]}"
"30-50","S","{""3"":[-41.5,-45.5],""4"":[-40,-47],""5"":[-39,-50],""6"":[-38,-54],""7"":[-34,-59],""8"":[-43,-82],""9"":[-43,-105],""10"":[-43,-143]}"
"50-65","S","{""5"":[-48,-61],""6"":[-47,-66],""7"":[-42,-72],""8"":[-53,-99],""9"":[-53,-127]}"
"65-80","S","{""5"":[-54,-67],""6"":[-53,-72],""7"":[-48,-78],""8"":[-59,-105],""9"":[-59,-133]}"
"80-100","S","{""5"":[-66,-81],""6"":[-64,-86],""7"":[-58,-93],""8"":[-71,-125],""9"":[-71,-158]}"
"100-120","S","{""5"":[-74,-89],""6"":[-72,-94],""7"":[-66,-101],""8"":[-79,-133],""9"":[-79,-166]}"
"120-140","S","{""5"":[-86,-104],""6"":[-85,-110],""7"":[-77,-117],""8"":[-92,-155],""9"":[-92,-192]}"
"140-160","S","{""5"":[-94,-112],""6"":[-93,-118],""7"":[-85,-125],""8"":[-100,-163],""9"":[-100,-200]}"
"160-180","S","{""5"":[-102,-120],""6"":[-101,-126],""7"":[-93,-133],""8"":[-108,-171],""9"":[-108,-208]}"
"180-200","S","{""5"":[-116,-136],""6"":[-113,-142],""7"":[-105,-151],""8"":[-122,-194],""9"":[-122,-237]}"
"200-225","S","{""5"":[-124,-144],""6"":[-121,-150],""7"":[-113,-159],""8"":[-130,-202],""9"":[-130,-245]}"
"225-250","S","{""5"":[-134,-154],""6"":[-131,-160],""7"":[-123,-169],""8"":[-140,-212],""9"":[-140,-255]}"
"250-280","S","{""5"":[-151,-174],""6"":[-149,-181],""7"":[-138,-190],""8"":[-158,-239],""9"":[-158,-288]}"
"280-315","S","{""5"":[-163,-186],""6"":[-161,-193],""7"":[-150,-202],""8"":[-170,-251],""9"":[-170,-300]}"
"315-355","S","{""5"":[-183,-208],""6"":[-179,-215],""7"":[-169,-226],""8"":[-190,-279],""9"":[-190,-330]}"
"355-400","S","{""5"":[-201,-226],""6"":[-197,-233],""7"":[-187,-244],""8"":[-208,-297],""9"":[-208,-348]}"
"400-450","S","{""5"":[-225,-252],""6"":[-219,-259],""7"":[-209,-272],""8"":[-232,-329],""9"":[-232,-387]}"
"450-500","S","{""5"":[-245,-272],""6"":[-239,-279],""7"":[-229,-292],""8"":[-252,-349],""9"":[-252,-407]}"
"500-560","S","{""7"":[-280,-324],""8"":[-280,-350],""9"":[-280,-390]}"
"560-630","S","{""7"":[-310,-354],""8"":[-310,-380],""9"":[-310,-420]}"
"630-710","S","{""7"":[-340,-390],""8"":[-340,-420],""9"":[-340,-465]}"
"710-800","S","{""7"":[-380,-430],""8"":[-380,-460],""9"":[-380,-505]}"
"800-900","S","{""7"":[-430,-486],""8"":[-430,-520],""9"":[-430,-570]}"
"900-1000","S","{""7"":[-470,-526],""8"":[-470,-560],""9"":[-470,-610]}"
"1000-1120","S","{""7"":[-520,-586],""8"":[-520,-625],""9"":[-520,-685]}"
"1120-1250","S","{""7"":[-580,-646],""8"":[-580,-685],""9"":[-580,-745]}"
"1250-1400","S","{""7"":[-640,-718],""8"":[-640,-765],""9"":[-640,-835]}"
"1400-1600","S","{""7"":[-720,-798],""8"":[-720,-845],""9"":[-720,-915]}"
"1600-1800","S","{""7"":[-820,-912],""8"":[-820,-970],""9"":[-820,-1050]}"
"1800-2000","S","{""7"":[-920,-1012],""8"":[-920,-1070],""9"":[-920,-1150]}"
"2000-2240","S","{""7"":[-1000,-1110],""8"":[-1000,-1175],""9"":[-1000,-1280]}"
"2240-2500","S","{""7"":[-1100,-1210],""8"":[-1100,-1275],""9"":[-1100,-1380]}"
"2500-2800","S","{""7"":[-1250,-1385],""8"":[-1250,-1460],""9"":[-1250,-1580]}"
"2800-3150","S","{""7"":[-1400,-1535],""8"":[-1400,-1610],""9"":[-1400,-1730]}"
"0-3","U","{""5"":[-18,-22],""6"":[-18,-24],""7"":[-18,-28],""8"":[-18,-32],""9"":[-18,-43],""10"":[-18,-58]}"
"3-6","U","{""5"":[-22,-27],""6"":[-20,-28],""7"":[-19,-31],""8"":[-23,-41],""9"":[-23,-53],""10"":[-23,-71]}"
"6-10","U","{""5"":[-26,-32],""6"":[-25,-34],""7"":[-22,-37],""8"":[-28,-50],""9"":[-28,-64],""10"":[-28,-86]}"
"10-18","U","{""5"":[-30,-38],""6"":[-30,-41],""7"":[-26,-44],""8"":[-33,-60],""9"":[-33,-76],""10"":[-33,-103]}"
"18-24","U","{""5"":[-38,-47],""6"":[-37,-50],""7"":[-33,-54],""8"":[-41,-74],""9"":[-41,-93],""10"":[-41,-125]}"
"24-30","T","{""5"":[-38,-47],""6"":[-37,-50],""7"":[-33,-54],""8"":[-41,-74]}"
"24-30","U","{""5"":[-45,-54],""6"":[-44,-57],""7"":[-40,-61],""8"":[-48,-81],""9"":[-48,-100],""10"":[-49,-132]}"
"30-40","T","{""5"":[-44,-55],""6"":[-43,-59],""7"":[-39,-64],""8"":[-48,-87]}"
"30-40","U","{""5"":[-56,-67],""6"":[-55,-71],""7"":[-51,-76],""8"":[-60,-99],""9"":[-60,-122],""10"":[-60,-160]}"
"40-50","T","{""5"":[-50,-61],""6"":[-49,-65],""7"":[-45,-70],""8"":[-54,-93]}"
"40-50","U","{""5"":[-66,-77],""6"":[-65,-81],""7"":[-61,-86],""8"":[-70,-109],""9"":[-70,-132],""10"":[-70,-170]}"
"50-65","T","{""6"":[-60,-79],""7"":[-55,-85],""8"":[-66,-112]}"
"50-65","U","{""5"":[-81,-100],""6"":[-76,-106],""7"":[-87,-133],""8"":[-87,-161],""9"":[-87,-207]}"
"65-80","T","{""6"":[-69,-88],""7"":[-64,-94],""8"":[-75,-121]}"
"65-80","U","{""5"":[-96,-115],""6"":[-91,-121],""7"":[-102,-148],""8"":[-102,-176],""9"":[-102,-222]}"
"80-100","T","{""6"":[-84,-106],""7"":[-78,-113],""8"":[-91,-145]}"
"80-100","U","{""5"":[-117,-139],""6"":[-111,-146],""7"":[-124,-178],""8"":[-124,-211],""9"":[-124,-264]}"
"100-120","T","{""6"":[-97,-119],""7"":[-91,-126],""8"":[-104,-158]}"
"100-120","U","{""5"":[-137,-159],""6"":[-131,-166],""7"":[-144,-198],""8"":[-144,-231],""9"":[-144,-284]}"
"120-140","T","{""6"":[-115,-140],""7"":[-107,-147],""8"":[-122,-185]}"
"120-140","U","{""5"":[-163,-188],""6"":[-155,-195],""7"":[-170,-233],""8"":[-170,-270],""9"":[-170,-330]}"
"140-160","T","{""6"":[-127,-152],""7"":[-119,-159],""8"":[-134,-197]}"
"140-160","U","{""5"":[-183,-208],""6"":[-175,-215],""7"":[-190,-253],""8"":[-190,-290],""9"":[-190,-350]}"
"160-180","T","{""6"":[-139,-164],""7"":[-131,-171],""8"":[-146,-209]}"
"160-180","U","{""5"":[-203,-228],""6"":[-195,-235],""7"":[-210,-273],""8"":[-210,-310],""9"":[-210,-370]}"
"180-200","T","{""6"":[-157,-186],""7"":[-149,-195],""8"":[-166,-238]}"
"180-200","U","{""5"":[-227,-256],""6"":[-219,-265],""7"":[-236,-308],""8"":[-236,-351],""9"":[-236,-421]}"
"200-225","T","{""6"":[-171,-200],""7"":[-163,-209],""8"":[-180,-252]}"
"200-225","U","{""5"":[-249,-278],""6"":[-241,-287],""7"":[-258,-330],""8"":[-258,-373],""9"":[-258,-443]}"
"225-250","T","{""6"":[-187,-216],""7"":[-179,-225],""8"":[-196,-268]}"
"225-250","U","{""5"":[-275,-304],""6"":[-267,-313],""7"":[-284,-356],""8"":[-284,-399],""9"":[-284,-469]}"
"250-280","T","{""6"":[-209,-241],""7"":[-198,-250],""8"":[-218,-299]}"
"250-280","U","{""5"":[-306,-338],""6"":[-295,-347],""7"":[-315,-396],""8"":[-315,-445],""9"":[-315,-525]}"
"280-315","T","{""6"":[-231,-263],""7"":[-220,-272],""8"":[-240,-321]}"
"280-315","U","{""5"":[-341,-373],""6"":[-330,-382],""7"":[-350,-431],""8"":[-350,-480],""9"":[-350,-560]}"
"315-355","T","{""6"":[-257,-293],""7"":[-247,-304],""8"":[-268,-357]}"
"315-355","U","{""5"":[-379,-415],""6"":[-369,-426],""7"":[-390,-479],""8"":[-390,-530],""9"":[-390,-620]}"
"355-400","T","{""6"":[-283,-319],""7"":[-273,-330],""8"":[-294,-383]}"
"355-400","U","{""5"":[-424,-460],""6"":[-414,-471],""7"":[-435,-524],""8"":[-435,-575],""9"":[-435,-665]}"
"400-450","T","{""6"":[-317,-357],""7"":[-307,-370],""8"":[-330,-427]}"
"400-450","U","{""5"":[-477,-517],""6"":[-467,-530],""7"":[-490,-587],""8"":[-490,-645],""9"":[-490,-740]}"
"450-500","T","{""6"":[-347,-387],""7"":[-337,-400],""8"":[-360,-457]}"
"450-500","U","{""5"":[-527,-567],""6"":[-517,-580],""7"":[-540,-637],""8"":[-540,-695],""9"":[-540,-790]}"
"500-560","T","{""6"":[-400,-444],""7"":[-400,-470],""8"":[-400,-510]}"
"500-560","U","{""5"":[-600,-644],""6"":[-600,-670],""7"":[-600,-710]}"
"560-630","T","{""6"":[-450,-494],""7"":[-450,-520],""8"":[-450,-560]}"
"560-630","U","{""5"":[-660,-704],""6"":[-660,-730],""7"":[-660,-770]}"
"630-710","T","{""6"":[-500,-550],""7"":[-500,-580],""8"":[-500,-625]}"
"630-710","U","{""5"":[-740,-790],""6"":[-740,-820],""7"":[-740,-865]}"
"710-800","T","{""6"":[-560,-610],""7"":[-560,-640],""8"":[-560,-685]}"
"710-800","U","{""5"":[-840,-890],""6"":[-840,-920],""7"":[-840,-965]}"
"800-900","T","{""6"":[-620,-676],""7"":[-620,-710],""8"":[-620,-760]}"
"800-900","U","{""5"":[-940,-996],""6"":[-940,-1030],""7"":[-940,-1080]}"
"900-1000","T","{""6"":[-680,-736],""7"":[-680,-770],""8"":[-680,-820]}"
"900-1000","U","{""5"":[-1050,-1106],""6"":[-1050,-1140],""7"":[-1050,-1190]}"
"1000-1120","T","{""6"":[-700,-846],""7"":[-780,-885],""8"":[-780,-945]}"
"1000-1120","U","{""5"":[-1150,-1216],""6"":[-1150,-1255],""7"":[-1150,-1315]}"
"1120-1250","T","{""6"":[-840,-906],""7"":[-840,-945],""8"":[-840,-1005]}"
"1120-1250","U","{""5"":[-1300,-1366],""6"":[-1300,-1405],""7"":[-1300,-1465]}"
"1250-1400","T","{""6"":[-960,-1038],""7"":[-960,-1085],""8"":[-960,-1155]}"
"1250-1400","U","{""5"":[-1450,-1528],""6"":[-1450,-1575],""7"":[-1450,-1645]}"
"1400-1600","T","{""6"":[-1050,-1128],""7"":[-1050,-1175],""8"":[-1050,-1245]}"
"1400-1600","U","{""5"":[-1600,-1678],""6"":[-1600,-1725],""7"":[-1600,-1795]}"
"1600-1800","T","{""6"":[-1200,-1292],""7"":[-1200,-1350],""8"":[-1200,-1430]}"
"1600-1800","U","{""5"":[-1850,-1942],""6"":[-1850,-2000],""7"":[-1850,-2080]}"
"1800-2000","T","{""6"":[-1350,-1442],""7"":[-1350,-1500],""8"":[-1350,-1580]}"
"1800-2000","U","{""5"":[-2000,-2092],""6"":[-2000,-2150],""7"":[-2000,-2230]}"
"2000-2240","T","{""6"":[-1500,-1610],""7"":[-1500,-1675],""8"":[-1500,-1780]}"
"2000-2240","U","{""5"":[-2300,-2410],""6"":[-2300,-2475],""7"":[-2300,-2580]}"
"2240-2500","T","{""6"":[-1650,-1760],""7"":[-1650,-1825],""8"":[-1650,-1930]}"
"2240-2500","U","{""5"":[-2500,-2610],""6"":[-2500,-2675],""7"":[-2500,-2780]}"
"2500-2800","T","{""6"":[-1900,-2035],""7"":[-1900,-2110],""8"":[-1900,-2230]}"
"2500-2800","U","{""5"":[-2900,-3035],""6"":[-2900,-3110],""7"":[-2900,-3230]}"
"2800-3150","T","{""6"":[-2100,-2235],""7"":[-2100,-2310],""8"":[-2100,-2430]}"
"2800-3150","U","{""5"":[-3200,-3335],""6"":[-3200,-3410],""7"":[-3200,-3530]}"
"0-3","X","{""5"":[-20,-24],""6"":[-20,-26],""7"":[-20,-30],""8"":[-20,-34],""9"":[-20,-45],""10"":[-20,-60]}"
"3-6","X","{""5"":[-27,-32],""6"":[-25,-33],""7"":[-24,-36],""8"":[-28,-46],""9"":[-28,-58],""10"":[-28,-76]}"
"6-10","X","{""5"":[-32,-38],""6"":[-31,-40],""7"":[-28,-43],""8"":[-34,-56],""9"":[-34,-70],""10"":[-34,-92]}"
"10-14","X","{""5"":[-37,-45],""6"":[-37,-48],""7"":[-33,-51],""8"":[-40,-67],""9"":[-40,-83],""10"":[-40,-110]}"
"14-18","V","{""5"":[-36,-44],""6"":[-36,-47],""7"":[-32,-50],""8"":[-39,-66]}"
"14-18","X","{""5"":[-42,-50],""6"":[-42,-53],""7"":[-38,-56],""8"":[-45,-72],""9"":[-45,-88],""10"":[-45,-115]}"
"18-24","V","{""5"":[-44,-53],""6"":[-43,-56],""7"":[-39,-60],""8"":[-47,-80]}"
"18-24","X","{""5"":[-51,-60],""6"":[-50,-63],""7"":[-46,-67],""8"":[-54,-87],""9"":[-54,-106],""10"":[-54,-138]}"
"18-24","Y","{""6"":[-59,-72],""7"":[-55,-76],""8"":[-63,-96],""9"":[-63,-115],""10"":[-63,-147]}"
"24-30","V","{""5"":[-52,-61],""6"":[-51,-64],""7"":[-47,-68],""8"":[-55,-88]}"
"24-30","X","{""5"":[-61,-70],""6"":[-60,-73],""7"":[-56,-77],""8"":[-64,-97],""9"":[-64,-116],""10"":[-64,-148]}"
"24-30","Y","{""6"":[-71,-84],""7"":[-67,-88],""8"":[-75,-108],""9"":[-75,-127],""10"":[-75,-159]}"
"30-40","V","{""5"":[-64,-75],""6"":[-63,-79],""7"":[-59,-84],""8"":[-68,-107]}"
"30-40","X","{""5"":[-76,-87],""6"":[-75,-91],""7"":[-71,-96],""8"":[-80,-119],""9"":[-80,-142],""10"":[-80,-180]}"
"30-40","Y","{""6"":[-89,-105],""7"":[-85,-110],""8"":[-94,-133],""9"":[-94,-156],""10"":[-94,-194]}"
"40-50","V","{""5"":[-77,-88],""6"":[-76,-92],""7"":[-72,-97],""8"":[-81,-120]}"
"40-50","X","{""5"":[-93,-104],""6"":[-92,-108],""7"":[-88,-113],""8"":[-97,-136],""9"":[-97,-159],""10"":[-97,-197]}"
"40-50","Y","{""6"":[-109,-125],""7"":[-105,-130],""8"":[-114,-153],""9"":[-114,-176],""10"":[-114,-214]}"
"50-65","V","{""6"":[-96,-115],""7"":[-91,-121],""8"":[-102,-148]}"
"50-65","X","{""5"":[-116,-135],""6"":[-111,-141],""7"":[-122,-168],""8"":[-122,-196]}"
"50-65","Y","{""6"":[-138,-157],""7"":[-133,-163],""8"":[-144,-190]}"
"65-80","V","{""6"":[-114,-133],""7"":[-109,-139],""8"":[-120,-166]}"
"65-80","X","{""5"":[-140,-159],""6"":[-136,-165],""7"":[-146,-192],""8"":[-146,-220]}"
"65-80","Y","{""6"":[-168,-187],""7"":[-163,-193],""8"":[-174,-220]}"
"80-100","V","{""6"":[-139,-161],""7"":[-133,-168],""8"":[-146,-200]}"
"80-100","X","{""5"":[-171,-193],""6"":[-165,-200],""7"":[-178,-232],""8"":[-178,-265]}"
"80-100","Y","{""6"":[-207,-229],""7"":[-201,-236],""8"":[-214,-268]}"
"100-120","V","{""6"":[-165,-187],""7"":[-159,-194],""8"":[-172,-226]}"
"100-120","X","{""5"":[-203,-225],""6"":[-197,-232],""7"":[-210,-264],""8"":[-210,-297]}"
"100-120","Y","{""6"":[-247,-269],""7"":[-241,-276],""8"":[-254,-308]}"
"120-140","V","{""6"":[-195,-220],""7"":[-187,-227],""8"":[-202,-265]}"
"120-140","X","{""5"":[-241,-266],""6"":[-233,-273],""7"":[-248,-311],""8"":[-248,-348]}"
"120-140","Y","{""6"":[-293,-318],""7"":[-285,-325],""8"":[-300,-363]}"
"140-160","V","{""6"":[-221,-246],""7"":[-213,-253],""8"":[-228,-291]}"
"140-160","X","{""5"":[-273,-298],""6"":[-265,-305],""7"":[-280,-343],""8"":[-280,-380]}"
"140-160","Y","{""6"":[-333,-358],""7"":[-325,-365],""8"":[-340,-403]}"
"160-180","V","{""6"":[-245,-270],""7"":[-237,-277],""8"":[-252,-315]}"
"160-180","X","{""5"":[-303,-328],""6"":[-295,-335],""7"":[-310,-373],""8"":[-310,-410]}"
"160-180","Y","{""6"":[-373,-398],""7"":[-365,-405],""8"":[-380,-443]}"
"180-200","V","{""6"":[-275,-304],""7"":[-267,-313],""8"":[-284,-356]}"
"180-200","X","{""5"":[-341,-370],""6"":[-333,-379],""7"":[-350,-422],""8"":[-350,-465]}"
"180-200","Y","{""6"":[-416,-445],""7"":[-408,-454],""8"":[-425,-497]}"
"200-225","V","{""6"":[-301,-330],""7"":[-293,-339],""8"":[-310,-382]}"
"200-225","X","{""5"":[-376,-405],""6"":[-368,-414],""7"":[-385,-457],""8"":[-385,-500]}"
"200-225","Y","{""6"":[-461,-490],""7"":[-453,-499],""8"":[-470,-542]}"
"225-250","V","{""6"":[-331,-360],""7"":[-323,-369],""8"":[-340,-412]}"
"225-250","X","{""5"":[-416,-445],""6"":[-408,-454],""7"":[-425,-497],""8"":[-425,-540]}"
"225-250","Y","{""6"":[-511,-540],""7"":[-503,-549],""8"":[-520,-592]}"
"250-280","V","{""6"":[-376,-408],""7"":[-365,-417],""8"":[-385,-466]}"
"250-280","X","{""5"":[-466,-498],""6"":[-455,-507],""7"":[-475,-556],""8"":[-475,-605]}"
"250-280","Y","{""6"":[-571,-603],""7"":[-560,-612],""8"":[-580,-661]}"
"280-315","V","{""6"":[-416,-448],""7"":[-405,-457],""8"":[-425,-506]}"
"280-315","X","{""5"":[-516,-548],""6"":[-505,-557],""7"":[-525,-606],""8"":[-525,-655]}"
"280-315","Y","{""6"":[-641,-673],""7"":[-630,-682],""8"":[-650,-731]}"
"315-355","V","{""6"":[-464,-500],""7"":[-454,-511],""8"":[-475,-564]}"
"315-355","X","{""5"":[-579,-615],""6"":[-569,-626],""7"":[-590,-679],""8"":[-590,-730]}"
"315-355","Y","{""6"":[-719,-755],""7"":[-709,-766],""8"":[-730,-819]}"
"355-400","V","{""6"":[-519,-555],""7"":[-509,-566],""8"":[-530,-619]}"
"355-400","X","{""5"":[-649,-685],""6"":[-639,-696],""7"":[-660,-749],""8"":[-660,-800]}"
"355-400","Y","{""6"":[-809,-845],""7"":[-799,-856],""8"":[-820,-909]}"
"400-450","V","{""6"":[-582,-622],""7"":[-572,-635],""8"":[-595,-692]}"
"400-450","X","{""5"":[-727,-767],""6"":[-717,-780],""7"":[-740,-837],""8"":[-740,-895]}"
"400-450","Y","{""6"":[-907,-947],""7"":[-897,-960],""8"":[-920,-1017]}"
"450-500","V","{""6"":[-647,-687],""7"":[-637,-700],""8"":[-660,-757]}"
"450-500","X","{""5"":[-807,-847],""6"":[-797,-860],""7"":[-820,-917],""8"":[-820,-975]}"
"450-500","Y","{""6"":[-987,-1027],""7"":[-977,-1040],""8"":[-1000,-1097]}"
"0-3","Z","{""6"":[-26,-32],""7"":[-26,-36],""8"":[-26,-40],""9"":[-26,-51],""10"":[-26,-66],""11"":[-26,-86]}"
"0-3","ZA","{""6"":[-32,-38],""7"":[-32,-42],""8"":[-32,-46],""9"":[-32,-57],""10"":[-32,-72],""11"":[-32,-92]}"
"3-6","Z","{""6"":[-32,-40],""7"":[-31,-43],""8"":[-35,-53],""9"":[-35,-65],""10"":[-35,-83],""11"":[-35,-110]}"
"3-6","ZA","{""6"":[-39,-47],""7"":[-38,-50],""8"":[-42,-60],""9"":[-42,-72],""10"":[-42,-90],""11"":[-42,-117]}"
"6-10","Z","{""6"":[-39,-48],""7"":[-36,-51],""8"":[-42,-64],""9"":[-42,-78],""10"":[-42,-100],""11"":[-42,-132]}"
"6-10","ZA","{""6"":[-49,-58],""7"":[-46,-61],""8"":[-52,-74],""9"":[-52,-88],""10"":[-52,-110],""11"":[-62,-142]}"
"10-14","Z","{""6"":[-47,-58],""7"":[-43,-61],""8"":[-50,-77],""9"":[-50,-93],""10"":[-50,-120],""11"":[-50,-160]}"
"10-14","ZA","{""6"":[-61,-72],""7"":[-57,-75],""8"":[-64,-91],""9"":[-64,-107],""10"":[-64,-134],""11"":[-64,-174]}"
"14-18","Z","{""6"":[-57,-68],""7"":[-53,-71],""8"":[-60,-87],""9"":[-60,-103],""10"":[-60,-130],""11"":[-60,-170]}"
"14-18","ZA","{""6"":[-74,-85],""7"":[-70,-88],""8"":[-77,-104],""9"":[-77,-120],""10"":[-77,-147],""11"":[-77,-187]}"
"18-24","Z","{""6"":[-69,-82],""7"":[-65,-86],""8"":[-73,-106],""9"":[-73,-125],""10"":[-73,-157],""11"":[-73,-203]}"
"18-24","ZA","{""6"":[-94,-107],""7"":[-90,-111],""8"":[-98,-131],""9"":[-98,-150],""10"":[-98,-182],""11"":[-98,-228]}"
"24-30","Z","{""6"":[-84,-97],""7"":[-80,-101],""8"":[-88,-121],""9"":[-88,-140],""10"":[-88,-172],""11"":[-88,-218]}"
"24-30","ZA","{""6"":[-114,-127],""7"":[-110,-131],""8"":[-118,-151],""9"":[-118,-170],""10"":[-118,-202],""11"":[-118,-248]}"
"30-40","Z","{""6"":[-107,-123],""7"":[-103,-128],""8"":[-112,-151],""9"":[-112,-174],""10"":[-112,-212],""11"":[-112,-272]}"
"30-40","ZA","{""6"":[-143,-159],""7"":[-139,-164],""8"":[-148,-187],""9"":[-148,-210],""10"":[-148,-248],""11"":[-148,-308]}"
